time,location_name,latitude,longitude,value,parameter,unit_of_measure
2023-03-14 18:00:00,Melton,-37.7064552,144.5669,31.079,O3,ppb
2023-03-14 18:00:00,Brooklyn,-37.8220978,144.8471,25.48,DBT,deg.C
2023-03-14 18:00:00,Footscray,-37.803709,144.869342,17.304,NO2,ppb
2023-03-14 18:00:00,Geelong South,-38.17356,144.3703,3.663,NO2,ppb
2023-03-14 18:00:00,Alphington,-37.7784081,145.0306,29.724,DBT,deg.C
2023-03-14 18:00:00,Brooklyn,-37.8220978,144.8471,29.13,PM10,ug/m3
2023-03-14 18:00:00,Alphington,-37.7784081,145.0306,9.8,BSP,1/Mm
2023-03-14 18:00:00,Melton,-37.7064552,144.5669,28.188,DBT,deg.C
2023-03-14 18:00:00,Brighton,-37.9135475,144.998,4.931,PM2.5,ug/m3
2023-03-14 18:00:00,Geelong South,-38.17356,144.3703,-0.384,SO2,ppb
2023-03-14 18:00:00,Brooklyn,-37.8220978,144.8471,17.835,BSP,1/Mm
2023-03-14 18:00:00,Altona North,-37.84455,144.8629,-1.307,SO2,ppb
2023-03-14 18:00:00,Geelong South,-38.17356,144.3703,36.432,PM10,ug/m3
2023-03-14 18:00:00,Point Cook,-37.9263153,144.7567,42.458,O3,ppb
2023-03-14 18:00:00,Dandenong,-37.98576,145.1987,34.892,O3,ppb
2023-03-27 06:00:00,Mooroolbark,-37.7749672,145.3285,18.005,PM10,ug/m3
2023-03-27 06:00:00,Altona North,-37.84455,144.8629,16.55,DBT,deg.C
2023-03-27 06:00:00,Dandenong,-37.98576,145.1987,41.754,BSP,1/Mm
2023-03-27 06:00:00,Dandenong,-37.98576,145.1987,8.073,PM2.5,ug/m3
2023-03-27 06:00:00,Point Cook,-37.9263153,144.7567,21.692,BSP,1/Mm
2023-03-27 06:00:00,Geelong South,-38.17356,144.3703,14.604,BSP,1/Mm
2023-03-27 06:00:00,Brooklyn,-37.8220978,144.8471,16.043,DBT,deg.C
2023-03-27 06:00:00,Melton,-37.7064552,144.5669,3.202,PM2.5,ug/m3
2023-03-27 06:00:00,Dandenong,-37.98576,145.1987,13.558,NO2,ppb
2023-03-27 06:00:00,Melbourne CBD,-37.8073959,144.97,8.4,PM2.5,ug/m3
2023-03-27 06:00:00,Geelong South,-38.17356,144.3703,15.923,DBT,deg.C
2023-03-27 06:00:00,Alphington,-37.7784081,145.0306,9.874,PM2.5,ug/m3
2023-03-27 06:00:00,Dandenong,-37.98576,145.1987,15.464,DBT,deg.C
2023-03-27 06:00:00,Brooklyn,-37.8220978,144.8471,37.261,BSP,1/Mm
2023-03-27 06:00:00,Mooroolbark,-37.7749672,145.3285,47.657,BSP,1/Mm
2023-03-27 06:00:00,Point Cook,-37.9263153,144.7567,16.362,DBT,deg.C
2023-03-27 06:00:00,Brooklyn,-37.8220978,144.8471,44.229,PM10,ug/m3
2023-03-27 06:00:00,Geelong South,-38.17356,144.3703,1.273,PM2.5,ug/m3
2023-03-27 06:00:00,Alphington,-37.7784081,145.0306,16.542,NO2,ppb
2023-03-27 06:00:00,Geelong South,-38.17356,144.3703,10.446,O3,ppb
2023-03-27 06:00:00,Box Hill,-37.8287277,145.1324,9.063,PM2.5,ug/m3
2023-03-27 06:00:00,Alphington,-37.7784081,145.0306,2.017,O3,ppb
2023-03-27 06:00:00,Mooroolbark,-37.7749672,145.3285,14.792,DBT,deg.C
2023-03-27 06:00:00,Alphington,-37.7784081,145.0306,22.3,PM10,ug/m3
2023-03-27 06:00:00,Alphington,-37.7784081,145.0306,0.931,SO2,ppb
2023-03-27 06:00:00,Mooroolbark,-37.7749672,145.3285,4.899,O3,ppb
2023-03-27 06:00:00,Dandenong,-37.98576,145.1987,40.607,PM10,ug/m3
2023-03-27 06:00:00,Brooklyn,-37.8220978,144.8471,37.261,BSP,1/Mm
2023-03-27 06:00:00,Brooklyn,-37.8220978,144.8471,44.229,PM10,ug/m3
2023-03-27 06:00:00,Melton,-37.7064552,144.5669,9.92,O3,ppb
2023-03-27 06:00:00,Brooklyn,-37.8220978,144.8471,16.043,DBT,deg.C
2023-03-27 06:00:00,Geelong South,-38.17356,144.3703,11.882,NO2,ppb
2023-03-27 06:00:00,Alphington,-37.7784081,145.0306,16.304,DBT,deg.C
2023-03-27 06:00:00,Brooklyn,-37.8220978,144.8471,44.23,PM10,ug/m3
2023-03-27 06:00:00,Alphington,-37.7784081,145.0306,37.458,BSP,1/Mm
2023-03-27 06:00:00,Melton,-37.7064552,144.5669,14.623,DBT,deg.C
2023-03-27 06:00:00,Brighton,-37.9135475,144.998,4.489,PM2.5,ug/m3
2023-03-27 06:00:00,Geelong South,-38.17356,144.3703,0.846,SO2,ppb
2023-03-27 06:00:00,Brooklyn,-37.8220978,144.8471,37.261,BSP,1/Mm
2023-03-27 06:00:00,Altona North,-37.84455,144.8629,1.652,SO2,ppb
2023-03-27 06:00:00,Geelong South,-38.17356,144.3703,26.815,PM10,ug/m3
2023-03-27 06:00:00,Point Cook,-37.9263153,144.7567,15.338,O3,ppb
2023-03-27 06:00:00,Dandenong,-37.98576,145.1987,8.811,O3,ppb
2023-03-27 12:00:00,Mooroolbark,-37.7749672,145.3285,20.578,PM10,ug/m3
2023-03-27 12:00:00,Altona North,-37.84455,144.8629,17.651,DBT,deg.C
2023-03-27 12:00:00,Dandenong,-37.98576,145.1987,32.05,BSP,1/Mm
2023-03-27 12:00:00,Dandenong,-37.98576,145.1987,13.109,PM2.5,ug/m3
2023-03-27 12:00:00,Point Cook,-37.9263153,144.7567,32.109,BSP,1/Mm
2023-03-27 12:00:00,Geelong South,-38.17356,144.3703,24.24,BSP,1/Mm
2023-03-27 12:00:00,Footscray,-37.803709,144.869342,16.818,DBT,deg.C
2023-03-27 12:00:00,Brooklyn,-37.8220978,144.8471,16.708,DBT,deg.C
2023-03-27 12:00:00,Melton,-37.7064552,144.5669,12.808,PM2.5,ug/m3
2023-03-27 12:00:00,Dandenong,-37.98576,145.1987,10.317,NO2,ppb
2023-03-27 12:00:00,Footscray,-37.803709,144.869342,12.37,PM10,ug/m3
2023-03-27 12:00:00,Melbourne CBD,-37.8073959,144.97,6.543,PM2.5,ug/m3
2023-03-27 12:00:00,Geelong South,-38.17356,144.3703,16.898,DBT,deg.C
2023-03-27 12:00:00,Alphington,-37.7784081,145.0306,12.051,PM2.5,ug/m3
2023-03-27 12:00:00,Dandenong,-37.98576,145.1987,17.181,DBT,deg.C
2023-03-27 12:00:00,Brooklyn,-37.8220978,144.8471,33.984,BSP,1/Mm
2023-03-27 12:00:00,Mooroolbark,-37.7749672,145.3285,51.898,BSP,1/Mm
2023-03-27 12:00:00,Point Cook,-37.9263153,144.7567,17.227,DBT,deg.C
2023-03-27 12:00:00,Brooklyn,-37.8220978,144.8471,13.213,PM10,ug/m3
2023-03-27 12:00:00,Geelong South,-38.17356,144.3703,9.251,PM2.5,ug/m3
2023-03-27 12:00:00,Alphington,-37.7784081,145.0306,8.991,NO2,ppb
2023-03-27 12:00:00,Geelong South,-38.17356,144.3703,16.982,O3,ppb
2023-03-27 12:00:00,Footscray,-37.803709,144.869342,0.006,SO2,ppb
2023-03-27 12:00:00,Box Hill,-37.8287277,145.1324,8.009,PM2.5,ug/m3
2023-03-27 12:00:00,Alphington,-37.7784081,145.0306,12.804,O3,ppb
2023-03-27 12:00:00,Footscray,-37.803709,144.869342,10.355,PM2.5,ug/m3
2023-03-27 12:00:00,Mooroolbark,-37.7749672,145.3285,17.382,DBT,deg.C
2023-03-27 12:00:00,Alphington,-37.7784081,145.0306,11.008,PM10,ug/m3
2023-03-27 12:00:00,Alphington,-37.7784081,145.0306,0.677,SO2,ppb
2023-03-27 12:00:00,Mooroolbark,-37.7749672,145.3285,10.887,O3,ppb
2023-03-27 12:00:00,Dandenong,-37.98576,145.1987,6.1,PM10,ug/m3
2023-03-27 12:00:00,Brooklyn,-37.8220978,144.8471,33.984,BSP,1/Mm
2023-03-27 12:00:00,Brooklyn,-37.8220978,144.8471,13.213,PM10,ug/m3
2023-03-27 12:00:00,Melton,-37.7064552,144.5669,18.458,O3,ppb
2023-03-27 12:00:00,Brooklyn,-37.8220978,144.8471,16.708,DBT,deg.C
2023-03-27 12:00:00,Footscray,-37.803709,144.869342,10.964,NO2,ppb
2023-03-27 12:00:00,Geelong South,-38.17356,144.3703,4.108,NO2,ppb
2023-03-27 12:00:00,Alphington,-37.7784081,145.0306,17.69,DBT,deg.C
2023-03-27 12:00:00,Brooklyn,-37.8220978,144.8471,13.213,PM10,ug/m3
2023-03-27 12:00:00,Alphington,-37.7784081,145.0306,25.425,BSP,1/Mm
2023-03-27 12:00:00,Melton,-37.7064552,144.5669,16.011,DBT,deg.C
2023-03-27 12:00:00,Brighton,-37.9135475,144.998,9.473,PM2.5,ug/m3
2023-03-27 12:00:00,Geelong South,-38.17356,144.3703,0.589,SO2,ppb
2023-03-27 12:00:00,Brooklyn,-37.8220978,144.8471,33.984,BSP,1/Mm
2023-03-27 12:00:00,Altona North,-37.84455,144.8629,0.876,SO2,ppb
2023-03-27 12:00:00,Geelong South,-38.17356,144.3703,19.527,PM10,ug/m3
2023-03-27 12:00:00,Point Cook,-37.9263153,144.7567,9.134,O3,ppb
2023-03-27 12:00:00,Dandenong,-37.98576,145.1987,12.445,O3,ppb
2023-03-27 18:00:00,Mooroolbark,-37.7749672,145.3285,7.231,PM10,ug/m3
2023-03-27 18:00:00,Altona North,-37.84455,144.8629,16.634,DBT,deg.C
2023-03-27 18:00:00,Dandenong,-37.98576,145.1987,21.158,BSP,1/Mm
2023-03-27 18:00:00,Dandenong,-37.98576,145.1987,-1.582,PM2.5,ug/m3
2023-03-27 18:00:00,Point Cook,-37.9263153,144.7567,23.34,BSP,1/Mm
2023-03-27 18:00:00,Geelong South,-38.17356,144.3703,33.563,BSP,1/Mm
2023-03-27 18:00:00,Footscray,-37.803709,144.869342,16.261,DBT,deg.C
2023-03-27 18:00:00,Brooklyn,-37.8220978,144.8471,16.2,DBT,deg.C
2023-03-27 18:00:00,Melton,-37.7064552,144.5669,4.48,PM2.5,ug/m3
2023-03-27 18:00:00,Dandenong,-37.98576,145.1987,15.416,NO2,ppb
2023-03-27 18:00:00,Footscray,-37.803709,144.869342,16.194,PM10,ug/m3
2023-03-27 18:00:00,Melbourne CBD,-37.8073959,144.97,5.459,PM2.5,ug/m3
2023-03-27 18:00:00,Geelong South,-38.17356,144.3703,15.949,DBT,deg.C
2023-03-27 18:00:00,Alphington,-37.7784081,145.0306,6.008,PM2.5,ug/m3
2023-03-27 18:00:00,Dandenong,-37.98576,145.1987,16.28,DBT,deg.C
2023-03-27 18:00:00,Brooklyn,-37.8220978,144.8471,32.442,BSP,1/Mm
2023-03-27 18:00:00,Mooroolbark,-37.7749672,145.3285,21.029,BSP,1/Mm
2023-03-27 18:00:00,Point Cook,-37.9263153,144.7567,16.491,DBT,deg.C
2023-03-27 18:00:00,Brooklyn,-37.8220978,144.8471,15.071,PM10,ug/m3
2023-03-27 18:00:00,Geelong South,-38.17356,144.3703,7.335,PM2.5,ug/m3
2023-03-27 18:00:00,Alphington,-37.7784081,145.0306,12.647,NO2,ppb
2023-03-27 18:00:00,Geelong South,-38.17356,144.3703,8.768,O3,ppb
2023-03-27 18:00:00,Footscray,-37.803709,144.869342,-0.273,SO2,ppb
2023-03-27 18:00:00,Box Hill,-37.8287277,145.1324,4.961,PM2.5,ug/m3
2023-03-27 18:00:00,Alphington,-37.7784081,145.0306,7.968,O3,ppb
2023-03-27 18:00:00,Footscray,-37.803709,144.869342,0.781,PM2.5,ug/m3
2023-03-27 18:00:00,Mooroolbark,-37.7749672,145.3285,15.983,DBT,deg.C
2023-03-27 18:00:00,Alphington,-37.7784081,145.0306,10.408,PM10,ug/m3
2023-03-27 18:00:00,Alphington,-37.7784081,145.0306,0.637,SO2,ppb
2023-03-27 18:00:00,Mooroolbark,-37.7749672,145.3285,15.733,O3,ppb
2023-03-27 18:00:00,Dandenong,-37.98576,145.1987,12.604,PM10,ug/m3
2023-03-27 18:00:00,Brooklyn,-37.8220978,144.8471,32.442,BSP,1/Mm
2023-03-27 18:00:00,Brooklyn,-37.8220978,144.8471,15.071,PM10,ug/m3
2023-03-27 18:00:00,Melton,-37.7064552,144.5669,10.637,O3,ppb
2023-03-27 18:00:00,Brooklyn,-37.8220978,144.8471,16.2,DBT,deg.C
2023-03-27 18:00:00,Footscray,-37.803709,144.869342,16.365,NO2,ppb
2023-03-27 18:00:00,Geelong South,-38.17356,144.3703,16.734,NO2,ppb
2023-03-27 18:00:00,Alphington,-37.7784081,145.0306,16.91,DBT,deg.C
2023-03-27 18:00:00,Melton,-37.7064552,144.5669,16.278,DBT,deg.C
2023-03-27 18:00:00,Brooklyn,-37.8220978,144.8471,15.071,PM10,ug/m3
2023-03-27 18:00:00,Alphington,-37.7784081,145.0306,18.108,BSP,1/Mm
2023-03-27 18:00:00,Brighton,-37.9135475,144.998,1.862,PM2.5,ug/m3
2023-03-27 18:00:00,Geelong South,-38.17356,144.3703,0.501,SO2,ppb
2023-03-27 18:00:00,Brooklyn,-37.8220978,144.8471,32.442,BSP,1/Mm
2023-03-27 18:00:00,Altona North,-37.84455,144.8629,0.492,SO2,ppb
2023-03-27 18:00:00,Geelong South,-38.17356,144.3703,15.318,PM10,ug/m3
2023-03-27 18:00:00,Point Cook,-37.9263153,144.7567,10.925,O3,ppb
2023-03-27 18:00:00,Dandenong,-37.98576,145.1987,8.257,O3,ppb
2023-04-01 06:00:00,Mooroolbark,-37.7749672,145.3285,5.917,PM10,ug/m3
2023-04-01 06:00:00,Altona North,-37.84455,144.8629,11.067,DBT,deg.C
2023-04-01 06:00:00,Dandenong,-37.98576,145.1987,13.104,BSP,1/Mm
2023-04-01 06:00:00,Dandenong,-37.98576,145.1987,-1.927,PM2.5,ug/m3
2023-04-01 06:00:00,Point Cook,-37.9263153,144.7567,5.912,BSP,1/Mm
2023-04-01 06:00:00,Geelong South,-38.17356,144.3703,8.098,BSP,1/Mm
2023-04-01 06:00:00,Footscray,-37.803709,144.869342,10.944,DBT,deg.C
2023-04-01 06:00:00,Brooklyn,-37.8220978,144.8471,10.912,DBT,deg.C
2023-04-01 06:00:00,Melton,-37.7064552,144.5669,3.925,PM2.5,ug/m3
2023-04-01 06:00:00,Dandenong,-37.98576,145.1987,17.246,NO2,ppb
2023-04-01 06:00:00,Footscray,-37.803709,144.869342,11.681,PM10,ug/m3
2023-04-01 06:00:00,Melbourne CBD,-37.8073959,144.97,2.682,PM2.5,ug/m3
2023-04-01 06:00:00,Geelong South,-38.17356,144.3703,10.746,DBT,deg.C
2023-04-01 06:00:00,Alphington,-37.7784081,145.0306,4.578,PM2.5,ug/m3
2023-04-01 06:00:00,Dandenong,-37.98576,145.1987,11.379,DBT,deg.C
2023-04-01 06:00:00,Brooklyn,-37.8220978,144.8471,10.514,BSP,1/Mm
2023-04-01 06:00:00,Mooroolbark,-37.7749672,145.3285,15.625,BSP,1/Mm
2023-04-01 06:00:00,Point Cook,-37.9263153,144.7567,11.176,DBT,deg.C
2023-04-01 06:00:00,Brooklyn,-37.8220978,144.8471,8.022,PM10,ug/m3
2023-04-01 06:00:00,Geelong South,-38.17356,144.3703,-0.403,PM2.5,ug/m3
2023-04-01 06:00:00,Alphington,-37.7784081,145.0306,8.539,NO2,ppb
2023-04-01 06:00:00,Geelong South,-38.17356,144.3703,14.839,O3,ppb
2023-04-01 06:00:00,Footscray,-37.803709,144.869342,0.372,SO2,ppb
2023-04-01 06:00:00,Box Hill,-37.8287277,145.1324,3.754,PM2.5,ug/m3
2023-04-01 06:00:00,Alphington,-37.7784081,145.0306,8.272,O3,ppb
2023-04-01 06:00:00,Footscray,-37.803709,144.869342,4.26,PM2.5,ug/m3
2023-04-01 06:00:00,Mooroolbark,-37.7749672,145.3285,8.912,DBT,deg.C
2023-04-01 06:00:00,Alphington,-37.7784081,145.0306,8.526,PM10,ug/m3
2023-04-01 06:00:00,Alphington,-37.7784081,145.0306,0.847,SO2,ppb
2023-04-01 06:00:00,Mooroolbark,-37.7749672,145.3285,1.356,O3,ppb
2023-04-01 06:00:00,Dandenong,-37.98576,145.1987,20.676,PM10,ug/m3
2023-04-01 06:00:00,Brooklyn,-37.8220978,144.8471,10.514,BSP,1/Mm
2023-04-01 06:00:00,Brooklyn,-37.8220978,144.8471,8.022,PM10,ug/m3
2023-04-01 06:00:00,Melton,-37.7064552,144.5669,17.254,O3,ppb
2023-04-01 06:00:00,Brooklyn,-37.8220978,144.8471,10.912,DBT,deg.C
2023-04-01 06:00:00,Footscray,-37.803709,144.869342,15.902,NO2,ppb
2023-04-01 06:00:00,Geelong South,-38.17356,144.3703,4.592,NO2,ppb
2023-04-01 06:00:00,Alphington,-37.7784081,145.0306,11.019,DBT,deg.C
2023-04-01 06:00:00,Brooklyn,-37.8220978,144.8471,8.022,PM10,ug/m3
2023-04-01 06:00:00,Alphington,-37.7784081,145.0306,9.524,BSP,1/Mm
2023-04-01 06:00:00,Melton,-37.7064552,144.5669,9.85,DBT,deg.C
2023-04-01 06:00:00,Brighton,-37.9135475,144.998,0.313,PM2.5,ug/m3
2023-04-01 06:00:00,Geelong South,-38.17356,144.3703,0.28,SO2,ppb
2023-04-01 06:00:00,Brooklyn,-37.8220978,144.8471,10.514,BSP,1/Mm
2023-04-01 06:00:00,Altona North,-37.84455,144.8629,-1.777,SO2,ppb
2023-04-01 06:00:00,Geelong South,-38.17356,144.3703,9.672,PM10,ug/m3
2023-04-01 06:00:00,Point Cook,-37.9263153,144.7567,14.035,O3,ppb
2023-04-01 06:00:00,Dandenong,-37.98576,145.1987,4.74,O3,ppb
2023-04-01 12:00:00,Mooroolbark,-37.7749672,145.3285,8.124,PM10,ug/m3
2023-04-01 12:00:00,Altona North,-37.84455,144.8629,18.157,DBT,deg.C
2023-04-01 12:00:00,Dandenong,-37.98576,145.1987,10.996,BSP,1/Mm
2023-04-01 12:00:00,Dandenong,-37.98576,145.1987,1.466,PM2.5,ug/m3
2023-04-01 12:00:00,Point Cook,-37.9263153,144.7567,2.8,BSP,1/Mm
2023-04-01 12:00:00,Geelong South,-38.17356,144.3703,8.025,BSP,1/Mm
2023-04-01 12:00:00,Footscray,-37.803709,144.869342,15.609,DBT,deg.C
2023-04-01 12:00:00,Brooklyn,-37.8220978,144.8471,15.481,DBT,deg.C
2023-04-01 12:00:00,Melton,-37.7064552,144.5669,2.262,PM2.5,ug/m3
2023-04-01 12:00:00,Dandenong,-37.98576,145.1987,10.168,NO2,ppb
2023-04-01 12:00:00,Footscray,-37.803709,144.869342,10.018,PM10,ug/m3
2023-04-01 12:00:00,Melbourne CBD,-37.8073959,144.97,15.106,PM2.5,ug/m3
2023-04-01 12:00:00,Geelong South,-38.17356,144.3703,16.015,DBT,deg.C
2023-04-01 12:00:00,Alphington,-37.7784081,145.0306,4.373,PM2.5,ug/m3
2023-04-01 12:00:00,Dandenong,-37.98576,145.1987,13.743,DBT,deg.C
2023-04-01 12:00:00,Brooklyn,-37.8220978,144.8471,4.847,BSP,1/Mm
2023-04-01 12:00:00,Mooroolbark,-37.7749672,145.3285,15.941,BSP,1/Mm
2023-04-01 12:00:00,Point Cook,-37.9263153,144.7567,16.578,DBT,deg.C
2023-04-01 12:00:00,Brooklyn,-37.8220978,144.8471,9.848,PM10,ug/m3
2023-04-01 12:00:00,Geelong South,-38.17356,144.3703,-8.548,PM2.5,ug/m3
2023-04-01 12:00:00,Alphington,-37.7784081,145.0306,4.07,NO2,ppb
2023-04-01 12:00:00,Geelong South,-38.17356,144.3703,23.133,O3,ppb
2023-04-01 12:00:00,Footscray,-37.803709,144.869342,0.513,SO2,ppb
2023-04-01 12:00:00,Box Hill,-37.8287277,145.1324,5.789,PM2.5,ug/m3
2023-04-01 12:00:00,Alphington,-37.7784081,145.0306,18.946,O3,ppb
2023-04-01 12:00:00,Footscray,-37.803709,144.869342,3.91,PM2.5,ug/m3
2023-04-01 12:00:00,Mooroolbark,-37.7749672,145.3285,14.805,DBT,deg.C
2023-04-01 12:00:00,Alphington,-37.7784081,145.0306,13.773,PM10,ug/m3
2023-04-01 12:00:00,Alphington,-37.7784081,145.0306,1.078,SO2,ppb
2023-04-01 12:00:00,Mooroolbark,-37.7749672,145.3285,20.069,O3,ppb
2023-04-01 12:00:00,Dandenong,-37.98576,145.1987,12.182,PM10,ug/m3
2023-04-01 12:00:00,Brooklyn,-37.8220978,144.8471,4.847,BSP,1/Mm
2023-04-01 12:00:00,Brooklyn,-37.8220978,144.8471,9.848,PM10,ug/m3
2023-04-01 12:00:00,Melton,-37.7064552,144.5669,22.719,O3,ppb
2023-04-01 12:00:00,Brooklyn,-37.8220978,144.8471,15.481,DBT,deg.C
2023-04-01 12:00:00,Footscray,-37.803709,144.869342,1.792,NO2,ppb
2023-04-01 12:00:00,Geelong South,-38.17356,144.3703,2.032,NO2,ppb
2023-04-01 12:00:00,Alphington,-37.7784081,145.0306,14.077,DBT,deg.C
2023-04-01 12:00:00,Brooklyn,-37.8220978,144.8471,9.848,PM10,ug/m3
2023-04-01 12:00:00,Alphington,-37.7784081,145.0306,7.266,BSP,1/Mm
2023-04-01 12:00:00,Melton,-37.7064552,144.5669,14.109,DBT,deg.C
2023-04-01 12:00:00,Brighton,-37.9135475,144.998,3.367,PM2.5,ug/m3
2023-04-01 12:00:00,Geelong South,-38.17356,144.3703,0.224,SO2,ppb
2023-04-01 12:00:00,Brooklyn,-37.8220978,144.8471,4.847,BSP,1/Mm
2023-04-01 12:00:00,Altona North,-37.84455,144.8629,-1.267,SO2,ppb
2023-04-01 12:00:00,Geelong South,-38.17356,144.3703,12.466,PM10,ug/m3
2023-04-01 12:00:00,Point Cook,-37.9263153,144.7567,23.617,O3,ppb
2023-04-01 12:00:00,Dandenong,-37.98576,145.1987,14.302,O3,ppb
2023-04-01 18:00:00,Mooroolbark,-37.7749672,145.3285,15.121,PM10,ug/m3
2023-04-01 18:00:00,Altona North,-37.84455,144.8629,14.513,DBT,deg.C
2023-04-01 18:00:00,Dandenong,-37.98576,145.1987,8.411,BSP,1/Mm
2023-04-01 18:00:00,Dandenong,-37.98576,145.1987,1.265,PM2.5,ug/m3
2023-04-01 18:00:00,Point Cook,-37.9263153,144.7567,3.088,BSP,1/Mm
2023-04-01 18:00:00,Geelong South,-38.17356,144.3703,4.884,BSP,1/Mm
2023-04-01 18:00:00,Footscray,-37.803709,144.869342,14.079,DBT,deg.C
2023-04-01 18:00:00,Brooklyn,-37.8220978,144.8471,14.244,DBT,deg.C
2023-04-01 18:00:00,Melton,-37.7064552,144.5669,-6.053,PM2.5,ug/m3
2023-04-01 18:00:00,Dandenong,-37.98576,145.1987,3.018,NO2,ppb
2023-04-01 18:00:00,Footscray,-37.803709,144.869342,11.966,PM10,ug/m3
2023-04-01 18:00:00,Melbourne CBD,-37.8073959,144.97,6.556,PM2.5,ug/m3
2023-04-01 18:00:00,Geelong South,-38.17356,144.3703,15.148,DBT,deg.C
2023-04-01 18:00:00,Alphington,-37.7784081,145.0306,5.103,PM2.5,ug/m3
2023-04-01 18:00:00,Dandenong,-37.98576,145.1987,14.656,DBT,deg.C
2023-04-01 18:00:00,Brooklyn,-37.8220978,144.8471,7.023,BSP,1/Mm
2023-04-01 18:00:00,Mooroolbark,-37.7749672,145.3285,17.105,BSP,1/Mm
2023-04-01 18:00:00,Point Cook,-37.9263153,144.7567,14.953,DBT,deg.C
2023-04-01 18:00:00,Brooklyn,-37.8220978,144.8471,13.466,PM10,ug/m3
2023-04-01 18:00:00,Geelong South,-38.17356,144.3703,5.638,PM2.5,ug/m3
2023-04-01 18:00:00,Alphington,-37.7784081,145.0306,4.718,NO2,ppb
2023-04-01 18:00:00,Geelong South,-38.17356,144.3703,21.297,O3,ppb
2023-04-01 18:00:00,Footscray,-37.803709,144.869342,0.424,SO2,ppb
2023-04-01 18:00:00,Box Hill,-37.8287277,145.1324,4.609,PM2.5,ug/m3
2023-04-01 18:00:00,Alphington,-37.7784081,145.0306,18.464,O3,ppb
2023-04-01 18:00:00,Footscray,-37.803709,144.869342,2.919,PM2.5,ug/m3
2023-04-01 18:00:00,Mooroolbark,-37.7749672,145.3285,14.107,DBT,deg.C
2023-04-01 18:00:00,Alphington,-37.7784081,145.0306,11.546,PM10,ug/m3
2023-04-01 18:00:00,Alphington,-37.7784081,145.0306,0.963,SO2,ppb
2023-04-01 18:00:00,Mooroolbark,-37.7749672,145.3285,19.634,O3,ppb
2023-04-01 18:00:00,Dandenong,-37.98576,145.1987,16.927,PM10,ug/m3
2023-04-01 18:00:00,Brooklyn,-37.8220978,144.8471,7.023,BSP,1/Mm
2023-04-01 18:00:00,Brooklyn,-37.8220978,144.8471,13.466,PM10,ug/m3
2023-04-01 18:00:00,Melton,-37.7064552,144.5669,20.97,O3,ppb
2023-04-01 18:00:00,Brooklyn,-37.8220978,144.8471,14.244,DBT,deg.C
2023-04-01 18:00:00,Footscray,-37.803709,144.869342,2.643,NO2,ppb
2023-04-01 18:00:00,Geelong South,-38.17356,144.3703,1.14,NO2,ppb
2023-04-01 18:00:00,Alphington,-37.7784081,145.0306,15.086,DBT,deg.C
2023-04-01 18:00:00,Melton,-37.7064552,144.5669,13.841,DBT,deg.C
2023-04-01 18:00:00,Brooklyn,-37.8220978,144.8471,13.466,PM10,ug/m3
2023-04-01 18:00:00,Alphington,-37.7784081,145.0306,10.501,BSP,1/Mm
2023-04-01 18:00:00,Brighton,-37.9135475,144.998,-1.051,PM2.5,ug/m3
2023-04-01 18:00:00,Geelong South,-38.17356,144.3703,0.181,SO2,ppb
2023-04-01 18:00:00,Brooklyn,-37.8220978,144.8471,7.023,BSP,1/Mm
2023-04-01 18:00:00,Altona North,-37.84455,144.8629,-0.89,SO2,ppb
2023-04-01 18:00:00,Geelong South,-38.17356,144.3703,10.117,PM10,ug/m3
2023-04-01 18:00:00,Point Cook,-37.9263153,144.7567,22.062,O3,ppb
2023-04-01 18:00:00,Dandenong,-37.98576,145.1987,20.148,O3,ppb
2023-04-14 06:00:00,Mooroolbark,-37.7749672,145.3285,6.331,PM10,ug/m3
2023-04-14 06:00:00,Altona North,-37.84455,144.8629,10.799,DBT,deg.C
2023-04-14 06:00:00,Dandenong,-37.98576,145.1987,23.377,BSP,1/Mm
2023-04-14 06:00:00,Point Cook,-37.9263153,144.7567,21.433,BSP,1/Mm
2023-04-14 06:00:00,Geelong South,-38.17356,144.3703,13.642,BSP,1/Mm
2023-04-14 06:00:00,Footscray,-37.803709,144.869342,11.57,DBT,deg.C
2023-04-14 06:00:00,Brooklyn,-37.8220978,144.8471,11.487,DBT,deg.C
2023-04-14 06:00:00,Melton,-37.7064552,144.5669,3.246,PM2.5,ug/m3
2023-04-14 06:00:00,Footscray,-37.803709,144.869342,-0.032,O3,ppb
2023-04-14 06:00:00,Dandenong,-37.98576,145.1987,12.602,NO2,ppb
2023-04-14 06:00:00,Footscray,-37.803709,144.869342,15.729,PM10,ug/m3
2023-04-14 06:00:00,Melbourne CBD,-37.8073959,144.97,7.653,PM2.5,ug/m3
2023-04-14 06:00:00,Geelong South,-38.17356,144.3703,15.241,DBT,deg.C
2023-04-14 06:00:00,Alphington,-37.7784081,145.0306,9.082,PM2.5,ug/m3
2023-04-14 06:00:00,Dandenong,-37.98576,145.1987,10.881,DBT,deg.C
2023-04-14 06:00:00,Brooklyn,-37.8220978,144.8471,54.72,BSP,1/Mm
2023-04-14 06:00:00,Mooroolbark,-37.7749672,145.3285,38.908,BSP,1/Mm
2023-04-14 06:00:00,Point Cook,-37.9263153,144.7567,10.195,DBT,deg.C
2023-04-14 06:00:00,Brooklyn,-37.8220978,144.8471,64.088,PM10,ug/m3
