time,location_name,latitude,longitude,value,parameter,unit_of_measure
2023-09-14 06:00:00,Alphington,-37.7784081,145.0306,0.05,SO2,ppb
2023-09-14 06:00:00,Mooroolbark,-37.7749672,145.3285,3.58,O3,ppb
2023-09-14 06:00:00,Altona North,-37.84455,144.8629,16.665,NO2,ppb
2023-09-14 06:00:00,Dandenong,-37.98576,145.1987,13.385,PM10,ug/m3
2023-09-14 06:00:00,Brooklyn,-37.8220978,144.8471,23.73,BSP,1/Mm
2023-09-14 06:00:00,Melton,-37.7064552,144.5669,0.461,O3,ppb
2023-09-14 06:00:00,Brooklyn,-37.8220978,144.8471,10.763,DBT,deg.C
2023-09-14 06:00:00,Geelong South,-38.17356,144.3703,15.864,NO2,ppb
2023-09-14 06:00:00,Alphington,-37.7784081,145.0306,9.672,DBT,deg.C
2023-09-14 06:00:00,Melton,-37.7064552,144.5669,7.813,DBT,deg.C
2023-09-14 06:00:00,Brooklyn,-37.8220978,144.8471,51.753,PM10,ug/m3
2023-09-14 06:00:00,Alphington,-37.7784081,145.0306,15.981,BSP,1/Mm
2023-09-14 06:00:00,Brighton,-37.9135475,144.998,7.721,PM2.5,ug/m3
2023-09-14 06:00:00,Geelong South,-38.17356,144.3703,0.285,SO2,ppb
2023-09-14 06:00:00,Altona North,-37.84455,144.8629,-0.307,SO2,ppb
2023-09-14 06:00:00,Geelong South,-38.17356,144.3703,63.661,PM10,ug/m3
2023-09-14 06:00:00,Point Cook,-37.9263153,144.7567,0.12,O3,ppb
2023-09-14 06:00:00,Dandenong,-37.98576,145.1987,3.174,O3,ppb
2023-09-14 12:00:00,Mooroolbark,-37.7749672,145.3285,9.713,PM10,ug/m3
2023-09-14 12:00:00,Altona North,-37.84455,144.8629,25.543,DBT,deg.C
2023-09-14 12:00:00,Dandenong,-37.98576,145.1987,7.583,BSP,1/Mm
2023-09-14 12:00:00,Dandenong,-37.98576,145.1987,13.167,PM2.5,ug/m3
2023-09-14 12:00:00,Point Cook,-37.9263153,144.7567,11.529,BSP,1/Mm
2023-09-14 12:00:00,Brooklyn,-37.8220978,144.8471,23.865,DBT,deg.C
2023-09-14 12:00:00,Melton,-37.7064552,144.5669,7.641,PM2.5,ug/m3
2023-09-14 12:00:00,Dandenong,-37.98576,145.1987,4.096,NO2,ppb
2023-09-14 12:00:00,Melbourne CBD,-37.8073959,144.97,6.367,PM2.5,ug/m3
2023-09-14 12:00:00,Geelong South,-38.17356,144.3703,24.534,DBT,deg.C
2023-09-14 12:00:00,Alphington,-37.7784081,145.0306,3.124,PM2.5,ug/m3
2023-09-14 12:00:00,Dandenong,-37.98576,145.1987,24.599,DBT,deg.C
2023-09-14 12:00:00,Brooklyn,-37.8220978,144.8471,16.606,BSP,1/Mm
2023-09-14 12:00:00,Mooroolbark,-37.7749672,145.3285,13.189,BSP,1/Mm
2023-09-14 12:00:00,Point Cook,-37.9263153,144.7567,25.418,DBT,deg.C
2023-09-14 12:00:00,Brooklyn,-37.8220978,144.8471,41.422,PM10,ug/m3
2023-09-14 12:00:00,Geelong South,-38.17356,144.3703,9.333,PM2.5,ug/m3
2023-09-14 12:00:00,Alphington,-37.7784081,145.0306,4.431,NO2,ppb
2023-09-14 12:00:00,Box Hill,-37.8287277,145.1324,3.114,PM2.5,ug/m3
2023-09-14 12:00:00,Alphington,-37.7784081,145.0306,25.767,O3,ppb
2023-09-14 12:00:00,Mooroolbark,-37.7749672,145.3285,22.992,DBT,deg.C
2023-09-14 12:00:00,Alphington,-37.7784081,145.0306,0.189,SO2,ppb
2023-09-14 12:00:00,Mooroolbark,-37.7749672,145.3285,24.801,O3,ppb
2023-09-14 12:00:00,Altona North,-37.84455,144.8629,9.566,NO2,ppb
2023-09-14 12:00:00,Dandenong,-37.98576,145.1987,8.197,PM10,ug/m3
2023-09-14 12:00:00,Brooklyn,-37.8220978,144.8471,16.606,BSP,1/Mm
2023-09-14 12:00:00,Melton,-37.7064552,144.5669,27.218,O3,ppb
2023-09-14 12:00:00,Brooklyn,-37.8220978,144.8471,23.865,DBT,deg.C
2023-09-14 12:00:00,Alphington,-37.7784081,145.0306,25.208,DBT,deg.C
2023-09-14 12:00:00,Brooklyn,-37.8220978,144.8471,41.422,PM10,ug/m3
2023-09-14 12:00:00,Alphington,-37.7784081,145.0306,9.747,BSP,1/Mm
2023-09-14 12:00:00,Melton,-37.7064552,144.5669,24.559,DBT,deg.C
2023-09-14 12:00:00,Brighton,-37.9135475,144.998,6.192,PM2.5,ug/m3
2023-09-14 12:00:00,Altona North,-37.84455,144.8629,-1.253,SO2,ppb
2023-09-14 12:00:00,Geelong South,-38.17356,144.3703,57.075,PM10,ug/m3
2023-09-14 12:00:00,Point Cook,-37.9263153,144.7567,24.905,O3,ppb
2023-09-14 12:00:00,Dandenong,-37.98576,145.1987,25.506,O3,ppb
2023-09-14 18:00:00,Mooroolbark,-37.7749672,145.3285,12.548,PM10,ug/m3
2023-09-14 18:00:00,Altona North,-37.84455,144.8629,21.352,DBT,deg.C
2023-09-14 18:00:00,Dandenong,-37.98576,145.1987,11.213,BSP,1/Mm
2023-09-14 18:00:00,Dandenong,-37.98576,145.1987,1.835,PM2.5,ug/m3
2023-09-14 18:00:00,Point Cook,-37.9263153,144.7567,11.655,BSP,1/Mm
2023-09-14 18:00:00,Geelong South,-38.17356,144.3703,20.024,BSP,1/Mm
2023-09-14 18:00:00,Brooklyn,-37.8220978,144.8471,21.101,DBT,deg.C
2023-09-14 18:00:00,Melton,-37.7064552,144.5669,1.382,PM2.5,ug/m3
2023-09-14 18:00:00,Dandenong,-37.98576,145.1987,11.738,NO2,ppb
2023-09-14 18:00:00,Melbourne CBD,-37.8073959,144.97,6.281,PM2.5,ug/m3
2023-09-14 18:00:00,Geelong South,-38.17356,144.3703,21.68,DBT,deg.C
2023-09-14 18:00:00,Alphington,-37.7784081,145.0306,5.347,PM2.5,ug/m3
2023-09-14 18:00:00,Dandenong,-37.98576,145.1987,20.907,DBT,deg.C
2023-09-14 18:00:00,Brooklyn,-37.8220978,144.8471,15.509,BSP,1/Mm
2023-09-14 18:00:00,Mooroolbark,-37.7749672,145.3285,12.394,BSP,1/Mm
2023-09-14 18:00:00,Point Cook,-37.9263153,144.7567,20.877,DBT,deg.C
2023-09-14 18:00:00,Brooklyn,-37.8220978,144.8471,32.97,PM10,ug/m3
2023-09-14 18:00:00,Geelong South,-38.17356,144.3703,3.382,PM2.5,ug/m3
2023-09-14 18:00:00,Alphington,-37.7784081,145.0306,9.182,NO2,ppb
2023-09-14 18:00:00,Geelong South,-38.17356,144.3703,25.164,O3,ppb
2023-09-14 18:00:00,Box Hill,-37.8287277,145.1324,4.573,PM2.5,ug/m3
2023-09-14 18:00:00,Alphington,-37.7784081,145.0306,22.439,O3,ppb
2023-09-14 18:00:00,Mooroolbark,-37.7749672,145.3285,18.814,DBT,deg.C
2023-09-14 18:00:00,Alphington,-37.7784081,145.0306,0.366,SO2,ppb
2023-09-14 18:00:00,Mooroolbark,-37.7749672,145.3285,24.963,O3,ppb
2023-09-14 18:00:00,Altona North,-37.84455,144.8629,7.751,NO2,ppb
2023-09-14 18:00:00,Dandenong,-37.98576,145.1987,18.255,PM10,ug/m3
2023-09-14 18:00:00,Brooklyn,-37.8220978,144.8471,15.509,BSP,1/Mm
2023-09-14 18:00:00,Melton,-37.7064552,144.5669,18.999,O3,ppb
2023-09-14 18:00:00,Brooklyn,-37.8220978,144.8471,21.101,DBT,deg.C
2023-09-14 18:00:00,Geelong South,-38.17356,144.3703,5.192,NO2,ppb
2023-09-14 18:00:00,Alphington,-37.7784081,145.0306,21.022,DBT,deg.C
2023-09-14 18:00:00,Brooklyn,-37.8220978,144.8471,32.97,PM10,ug/m3
2023-09-14 18:00:00,Alphington,-37.7784081,145.0306,11.761,BSP,1/Mm
2023-09-14 18:00:00,Melton,-37.7064552,144.5669,19.861,DBT,deg.C
2023-09-14 18:00:00,Brighton,-37.9135475,144.998,6.001,PM2.5,ug/m3
2023-09-14 18:00:00,Geelong South,-38.17356,144.3703,-0.233,SO2,ppb
2023-09-14 18:00:00,Altona North,-37.84455,144.8629,-0.34,SO2,ppb
2023-09-14 18:00:00,Geelong South,-38.17356,144.3703,29.652,PM10,ug/m3
2023-09-14 18:00:00,Point Cook,-37.9263153,144.7567,24.558,O3,ppb
2023-09-14 18:00:00,Dandenong,-37.98576,145.1987,19.585,O3,ppb
2023-09-27 06:00:00,Mooroolbark,-37.7749672,145.3285,26.344,PM10,ug/m3
2023-09-27 06:00:00,Altona North,-37.84455,144.8629,9.498,DBT,deg.C
2023-09-27 06:00:00,Dandenong,-37.98576,145.1987,19.336,BSP,1/Mm
2023-09-27 06:00:00,Dandenong,-37.98576,145.1987,6.128,PM2.5,ug/m3
2023-09-27 06:00:00,Point Cook,-37.9263153,144.7567,15.105,BSP,1/Mm
2023-09-27 06:00:00,Geelong South,-38.17356,144.3703,15.174,BSP,1/Mm
2023-09-27 06:00:00,Brooklyn,-37.8220978,144.8471,9.024,DBT,deg.C
2023-09-27 06:00:00,Melton,-37.7064552,144.5669,1.21,PM2.5,ug/m3
2023-09-27 06:00:00,Dandenong,-37.98576,145.1987,16.509,NO2,ppb
2023-09-27 06:00:00,Melbourne CBD,-37.8073959,144.97,7.229,PM2.5,ug/m3
2023-09-27 06:00:00,Geelong South,-38.17356,144.3703,7.773,DBT,deg.C
2023-09-27 06:00:00,Alphington,-37.7784081,145.0306,7.482,PM2.5,ug/m3
2023-09-27 06:00:00,Dandenong,-37.98576,145.1987,11.277,DBT,deg.C
2023-09-27 06:00:00,Brooklyn,-37.8220978,144.8471,23.033,BSP,1/Mm
2023-09-27 06:00:00,Mooroolbark,-37.7749672,145.3285,22.247,BSP,1/Mm
2023-09-27 06:00:00,Point Cook,-37.9263153,144.7567,7.661,DBT,deg.C
2023-09-27 06:00:00,Brooklyn,-37.8220978,144.8471,34.376,PM10,ug/m3
2023-09-27 06:00:00,Geelong South,-38.17356,144.3703,6.596,PM2.5,ug/m3
2023-09-27 06:00:00,Alphington,-37.7784081,145.0306,19.779,NO2,ppb
2023-09-27 06:00:00,Geelong South,-38.17356,144.3703,8.086,O3,ppb
2023-09-27 06:00:00,Box Hill,-37.8287277,145.1324,5.463,PM2.5,ug/m3
2023-09-27 06:00:00,Alphington,-37.7784081,145.0306,5.711,O3,ppb
2023-09-27 06:00:00,Mooroolbark,-37.7749672,145.3285,10.851,DBT,deg.C
2023-09-27 06:00:00,Alphington,-37.7784081,145.0306,0.098,SO2,ppb
2023-09-27 06:00:00,Mooroolbark,-37.7749672,145.3285,15.324,O3,ppb
2023-09-27 06:00:00,Altona North,-37.84455,144.8629,14.963,NO2,ppb
2023-09-27 06:00:00,Dandenong,-37.98576,145.1987,25.958,PM10,ug/m3
2023-09-27 06:00:00,Brooklyn,-37.8220978,144.8471,23.033,BSP,1/Mm
2023-09-27 06:00:00,Melton,-37.7064552,144.5669,7.885,O3,ppb
2023-09-27 06:00:00,Brooklyn,-37.8220978,144.8471,9.024,DBT,deg.C
2023-09-27 06:00:00,Geelong South,-38.17356,144.3703,6.9,NO2,ppb
2023-09-27 06:00:00,Alphington,-37.7784081,145.0306,11.003,DBT,deg.C
2023-09-27 06:00:00,Brooklyn,-37.8220978,144.8471,34.376,PM10,ug/m3
2023-09-27 06:00:00,Alphington,-37.7784081,145.0306,21.563,BSP,1/Mm
2023-09-27 06:00:00,Melton,-37.7064552,144.5669,6.93,DBT,deg.C
2023-09-27 06:00:00,Brighton,-37.9135475,144.998,4.046,PM2.5,ug/m3
2023-09-27 06:00:00,Geelong South,-38.17356,144.3703,0.424,SO2,ppb
2023-09-27 06:00:00,Altona North,-37.84455,144.8629,-0.202,SO2,ppb
2023-09-27 06:00:00,Geelong South,-38.17356,144.3703,18.712,PM10,ug/m3
2023-09-27 06:00:00,Point Cook,-37.9263153,144.7567,12.969,O3,ppb
2023-09-27 06:00:00,Dandenong,-37.98576,145.1987,7.719,O3,ppb
2023-09-27 12:00:00,Mooroolbark,-37.7749672,145.3285,26.378,PM10,ug/m3
2023-09-27 12:00:00,Altona North,-37.84455,144.8629,19.48,DBT,deg.C
2023-09-27 12:00:00,Dandenong,-37.98576,145.1987,31.868,BSP,1/Mm
2023-09-27 12:00:00,Dandenong,-37.98576,145.1987,12.485,PM2.5,ug/m3
2023-09-27 12:00:00,Point Cook,-37.9263153,144.7567,24.322,BSP,1/Mm
2023-09-27 12:00:00,Geelong South,-38.17356,144.3703,18.679,BSP,1/Mm
2023-09-27 12:00:00,Brooklyn,-37.8220978,144.8471,16.212,DBT,deg.C
2023-09-27 12:00:00,Melton,-37.7064552,144.5669,16.763,PM2.5,ug/m3
2023-09-27 12:00:00,Dandenong,-37.98576,145.1987,5.247,NO2,ppb
2023-09-27 12:00:00,Melbourne CBD,-37.8073959,144.97,14.138,PM2.5,ug/m3
2023-09-27 12:00:00,Geelong South,-38.17356,144.3703,17.431,DBT,deg.C
2023-09-27 12:00:00,Alphington,-37.7784081,145.0306,11.487,PM2.5,ug/m3
2023-09-27 12:00:00,Dandenong,-37.98576,145.1987,16.812,DBT,deg.C
2023-09-27 12:00:00,Brooklyn,-37.8220978,144.8471,32.023,BSP,1/Mm
2023-09-27 12:00:00,Mooroolbark,-37.7749672,145.3285,33.801,BSP,1/Mm
2023-09-27 12:00:00,Point Cook,-37.9263153,144.7567,17.968,DBT,deg.C
2023-09-27 12:00:00,Brooklyn,-37.8220978,144.8471,28.715,PM10,ug/m3
2023-09-27 12:00:00,Alphington,-37.7784081,145.0306,3.896,NO2,ppb
2023-09-27 12:00:00,Geelong South,-38.17356,144.3703,5.329,PM2.5,ug/m3
2023-09-27 12:00:00,Geelong South,-38.17356,144.3703,30.182,O3,ppb
2023-09-27 12:00:00,Box Hill,-37.8287277,145.1324,7.456,PM2.5,ug/m3
2023-09-27 12:00:00,Alphington,-37.7784081,145.0306,31.155,O3,ppb
2023-09-27 12:00:00,Mooroolbark,-37.7749672,145.3285,16.246,DBT,deg.C
2023-09-27 12:00:00,Alphington,-37.7784081,145.0306,0.293,SO2,ppb
2023-09-27 12:00:00,Mooroolbark,-37.7749672,145.3285,30.095,O3,ppb
2023-09-27 12:00:00,Altona North,-37.84455,144.8629,4.322,NO2,ppb
2023-09-27 12:00:00,Dandenong,-37.98576,145.1987,37.481,PM10,ug/m3
2023-09-27 12:00:00,Brooklyn,-37.8220978,144.8471,32.023,BSP,1/Mm
2023-09-27 12:00:00,Melton,-37.7064552,144.5669,31.473,O3,ppb
2023-09-27 12:00:00,Geelong South,-38.17356,144.3703,1.871,NO2,ppb
2023-09-27 12:00:00,Brooklyn,-37.8220978,144.8471,16.212,DBT,deg.C
2023-09-27 12:00:00,Alphington,-37.7784081,145.0306,17.484,DBT,deg.C
2023-09-27 12:00:00,Melton,-37.7064552,144.5669,17.282,DBT,deg.C
2023-09-27 12:00:00,Brooklyn,-37.8220978,144.8471,28.715,PM10,ug/m3
2023-09-27 12:00:00,Alphington,-37.7784081,145.0306,32.135,BSP,1/Mm
2023-09-27 12:00:00,Brighton,-37.9135475,144.998,13.736,PM2.5,ug/m3
2023-09-27 12:00:00,Geelong South,-38.17356,144.3703,0.348,SO2,ppb
2023-09-27 12:00:00,Altona North,-37.84455,144.8629,-0.997,SO2,ppb
2023-09-27 12:00:00,Geelong South,-38.17356,144.3703,51.697,PM10,ug/m3
2023-09-27 12:00:00,Point Cook,-37.9263153,144.7567,34.178,O3,ppb
2023-09-27 12:00:00,Dandenong,-37.98576,145.1987,31.47,O3,ppb
2023-09-27 18:00:00,Mooroolbark,-37.7749672,145.3285,26.817,PM10,ug/m3
2023-09-27 18:00:00,Altona North,-37.84455,144.8629,13.803,DBT,deg.C
2023-09-27 18:00:00,Dandenong,-37.98576,145.1987,14.167,BSP,1/Mm
2023-09-27 18:00:00,Dandenong,-37.98576,145.1987,8.154,PM2.5,ug/m3
2023-09-27 18:00:00,Point Cook,-37.9263153,144.7567,10.649,BSP,1/Mm
2023-09-27 18:00:00,Geelong South,-38.17356,144.3703,10.628,BSP,1/Mm
2023-09-27 18:00:00,Brooklyn,-37.8220978,144.8471,13.164,DBT,deg.C
2023-09-27 18:00:00,Melton,-37.7064552,144.5669,3.993,PM2.5,ug/m3
2023-09-27 18:00:00,Dandenong,-37.98576,145.1987,6.149,NO2,ppb
2023-09-27 18:00:00,Melbourne CBD,-37.8073959,144.97,7.141,PM2.5,ug/m3
2023-09-27 18:00:00,Geelong South,-38.17356,144.3703,13.118,DBT,deg.C
2023-09-27 18:00:00,Alphington,-37.7784081,145.0306,6.496,PM2.5,ug/m3
2023-09-27 18:00:00,Dandenong,-37.98576,145.1987,13.672,DBT,deg.C
2023-09-27 18:00:00,Brooklyn,-37.8220978,144.8471,15.921,BSP,1/Mm
2023-09-27 18:00:00,Mooroolbark,-37.7749672,145.3285,19.885,BSP,1/Mm
2023-09-27 18:00:00,Point Cook,-37.9263153,144.7567,12.885,DBT,deg.C
2023-09-27 18:00:00,Brooklyn,-37.8220978,144.8471,22.944,PM10,ug/m3
2023-09-27 18:00:00,Geelong South,-38.17356,144.3703,2.418,PM2.5,ug/m3
2023-09-27 18:00:00,Alphington,-37.7784081,145.0306,4.462,NO2,ppb
2023-09-27 18:00:00,Geelong South,-38.17356,144.3703,21.281,O3,ppb
2023-09-27 18:00:00,Box Hill,-37.8287277,145.1324,7.618,PM2.5,ug/m3
2023-09-27 18:00:00,Alphington,-37.7784081,145.0306,27.364,O3,ppb
2023-09-27 18:00:00,Mooroolbark,-37.7749672,145.3285,13.448,DBT,deg.C
2023-09-27 18:00:00,Alphington,-37.7784081,145.0306,-0.093,SO2,ppb
2023-09-27 18:00:00,Mooroolbark,-37.7749672,145.3285,23.535,O3,ppb
2023-09-27 18:00:00,Altona North,-37.84455,144.8629,2.196,NO2,ppb
2023-09-27 18:00:00,Dandenong,-37.98576,145.1987,18.854,PM10,ug/m3
2023-09-27 18:00:00,Brooklyn,-37.8220978,144.8471,15.921,BSP,1/Mm
2023-09-27 18:00:00,Melton,-37.7064552,144.5669,27.703,O3,ppb
2023-09-27 18:00:00,Brooklyn,-37.8220978,144.8471,13.164,DBT,deg.C
2023-09-27 18:00:00,Geelong South,-38.17356,144.3703,10.109,NO2,ppb
2023-09-27 18:00:00,Alphington,-37.7784081,145.0306,14.128,DBT,deg.C
2023-09-27 18:00:00,Brooklyn,-37.8220978,144.8471,22.944,PM10,ug/m3
2023-09-27 18:00:00,Alphington,-37.7784081,145.0306,16.223,BSP,1/Mm
2023-09-27 18:00:00,Melton,-37.7064552,144.5669,12.775,DBT,deg.C
2023-09-27 18:00:00,Brighton,-37.9135475,144.998,7.484,PM2.5,ug/m3
2023-09-27 18:00:00,Geelong South,-38.17356,144.3703,0.593,SO2,ppb
2023-09-27 18:00:00,Altona North,-37.84455,144.8629,-0.383,SO2,ppb
2023-09-27 18:00:00,Geelong South,-38.17356,144.3703,23.889,PM10,ug/m3
2023-09-27 18:00:00,Point Cook,-37.9263153,144.7567,30.648,O3,ppb
2023-09-27 18:00:00,Dandenong,-37.98576,145.1987,25.991,O3,ppb
2023-10-01 06:00:00,Mooroolbark,-37.7749672,145.3285,18.22,PM10,ug/m3
2023-10-01 06:00:00,Altona North,-37.84455,144.8629,20.512,DBT,deg.C
2023-10-01 06:00:00,Dandenong,-37.98576,145.1987,10.801,BSP,1/Mm
2023-10-01 06:00:00,Dandenong,-37.98576,145.1987,5.277,PM2.5,ug/m3
2023-10-01 06:00:00,Point Cook,-37.9263153,144.7567,11.862,BSP,1/Mm
2023-10-01 06:00:00,Geelong South,-38.17356,144.3703,11.202,BSP,1/Mm
2023-10-01 06:00:00,Melton,-37.7064552,144.5669,7.39,PM2.5,ug/m3
2023-10-01 06:00:00,Dandenong,-37.98576,145.1987,2.98,NO2,ppb
2023-10-01 06:00:00,Melbourne CBD,-37.8073959,144.97,5.875,PM2.5,ug/m3
2023-10-01 06:00:00,Brooklyn,-37.8220978,144.8471,19.972,DBT,deg.C
2023-10-01 06:00:00,Geelong South,-38.17356,144.3703,24.213,DBT,deg.C
2023-10-01 06:00:00,Alphington,-37.7784081,145.0306,5.583,PM2.5,ug/m3
2023-10-01 06:00:00,Dandenong,-37.98576,145.1987,23.538,DBT,deg.C
2023-10-01 06:00:00,Brooklyn,-37.8220978,144.8471,12.249,BSP,1/Mm
2023-10-01 06:00:00,Mooroolbark,-37.7749672,145.3285,10.711,BSP,1/Mm
2023-10-01 06:00:00,Point Cook,-37.9263153,144.7567,19.788,DBT,deg.C
2023-10-01 06:00:00,Brooklyn,-37.8220978,144.8471,22.189,PM10,ug/m3
2023-10-01 06:00:00,Geelong South,-38.17356,144.3703,3.851,PM2.5,ug/m3
2023-10-01 06:00:00,Alphington,-37.7784081,145.0306,1.793,NO2,ppb
2023-10-01 06:00:00,Geelong South,-38.17356,144.3703,36.583,O3,ppb
2023-10-01 06:00:00,Box Hill,-37.8287277,145.1324,6.89,PM2.5,ug/m3
2023-10-01 06:00:00,Alphington,-37.7784081,145.0306,34.344,O3,ppb
2023-10-01 06:00:00,Mooroolbark,-37.7749672,145.3285,21.822,DBT,deg.C
2023-10-01 06:00:00,Alphington,-37.7784081,145.0306,0.362,SO2,ppb
2023-10-01 06:00:00,Mooroolbark,-37.7749672,145.3285,35.258,O3,ppb
2023-10-01 06:00:00,Altona North,-37.84455,144.8629,1.984,NO2,ppb
2023-10-01 06:00:00,Dandenong,-37.98576,145.1987,25.066,PM10,ug/m3
2023-10-01 06:00:00,Brooklyn,-37.8220978,144.8471,12.249,BSP,1/Mm
2023-10-01 06:00:00,Melton,-37.7064552,144.5669,32.518,O3,ppb
2023-10-01 06:00:00,Brooklyn,-37.8220978,144.8471,19.972,DBT,deg.C
2023-10-01 06:00:00,Geelong South,-38.17356,144.3703,1.281,NO2,ppb
2023-10-01 06:00:00,Alphington,-37.7784081,145.0306,21.022,DBT,deg.C
2023-10-01 06:00:00,Brooklyn,-37.8220978,144.8471,22.189,PM10,ug/m3
2023-10-01 06:00:00,Alphington,-37.7784081,145.0306,13.471,BSP,1/Mm
2023-10-01 06:00:00,Melton,-37.7064552,144.5669,21.64,DBT,deg.C
2023-10-01 06:00:00,Brighton,-37.9135475,144.998,5.276,PM2.5,ug/m3
2023-10-01 06:00:00,Geelong South,-38.17356,144.3703,-0.109,SO2,ppb
2023-10-01 06:00:00,Altona North,-37.84455,144.8629,1.35,SO2,ppb
2023-10-01 06:00:00,Geelong South,-38.17356,144.3703,20.659,PM10,ug/m3
2023-10-01 06:00:00,Point Cook,-37.9263153,144.7567,31.989,O3,ppb
2023-10-01 06:00:00,Dandenong,-37.98576,145.1987,36.492,O3,ppb
2023-10-01 12:00:00,Mooroolbark,-37.7749672,145.3285,15.608,PM10,ug/m3
2023-10-01 12:00:00,Altona North,-37.84455,144.8629,21.704,DBT,deg.C
2023-10-01 12:00:00,Dandenong,-37.98576,145.1987,9.052,BSP,1/Mm
2023-10-01 12:00:00,Dandenong,-37.98576,145.1987,7.395,PM2.5,ug/m3
2023-10-01 12:00:00,Point Cook,-37.9263153,144.7567,7.425,BSP,1/Mm
2023-10-01 12:00:00,Geelong South,-38.17356,144.3703,7.667,BSP,1/Mm
2023-10-01 12:00:00,Brooklyn,-37.8220978,144.8471,19.25,DBT,deg.C
2023-10-01 12:00:00,Melton,-37.7064552,144.5669,29.466,PM2.5,ug/m3
2023-10-01 12:00:00,Dandenong,-37.98576,145.1987,3.04,NO2,ppb
2023-10-01 12:00:00,Melbourne CBD,-37.8073959,144.97,8.647,PM2.5,ug/m3
2023-10-01 12:00:00,Geelong South,-38.17356,144.3703,18.732,DBT,deg.C
2023-10-01 12:00:00,Alphington,-37.7784081,145.0306,9.31,PM2.5,ug/m3
2023-10-01 12:00:00,Dandenong,-37.98576,145.1987,18.726,DBT,deg.C
2023-10-01 12:00:00,Brooklyn,-37.8220978,144.8471,8.98,BSP,1/Mm
2023-10-01 12:00:00,Mooroolbark,-37.7749672,145.3285,10.612,BSP,1/Mm
2023-10-01 12:00:00,Point Cook,-37.9263153,144.7567,20.487,DBT,deg.C
2023-10-01 12:00:00,Brooklyn,-37.8220978,144.8471,26.332,PM10,ug/m3
2023-10-01 12:00:00,Alphington,-37.7784081,145.0306,2.434,NO2,ppb
2023-10-01 12:00:00,Geelong South,-38.17356,144.3703,7.5,PM2.5,ug/m3
2023-10-01 12:00:00,Geelong South,-38.17356,144.3703,28.228,O3,ppb
2023-10-01 12:00:00,Box Hill,-37.8287277,145.1324,6.141,PM2.5,ug/m3
2023-10-01 12:00:00,Alphington,-37.7784081,145.0306,28.53,O3,ppb
2023-10-01 12:00:00,Mooroolbark,-37.7749672,145.3285,18.412,DBT,deg.C
2023-10-01 12:00:00,Alphington,-37.7784081,145.0306,0.754,SO2,ppb
2023-10-01 12:00:00,Mooroolbark,-37.7749672,145.3285,28.939,O3,ppb
2023-10-01 12:00:00,Altona North,-37.84455,144.8629,2.088,NO2,ppb
2023-10-01 12:00:00,Dandenong,-37.98576,145.1987,20.626,PM10,ug/m3
2023-10-01 12:00:00,Brooklyn,-37.8220978,144.8471,8.98,BSP,1/Mm
2023-10-01 12:00:00,Melton,-37.7064552,144.5669,27.456,O3,ppb
2023-10-01 12:00:00,Geelong South,-38.17356,144.3703,1.048,NO2,ppb
2023-10-01 12:00:00,Brooklyn,-37.8220978,144.8471,19.25,DBT,deg.C
2023-10-01 12:00:00,Alphington,-37.7784081,145.0306,20.439,DBT,deg.C
2023-10-01 12:00:00,Melton,-37.7064552,144.5669,18.478,DBT,deg.C
2023-10-01 12:00:00,Brooklyn,-37.8220978,144.8471,26.332,PM10,ug/m3
2023-10-01 12:00:00,Alphington,-37.7784081,145.0306,9.463,BSP,1/Mm
2023-10-01 12:00:00,Brighton,-37.9135475,144.998,9.844,PM2.5,ug/m3
2023-10-01 12:00:00,Geelong South,-38.17356,144.3703,0.093,SO2,ppb
2023-10-01 12:00:00,Altona North,-37.84455,144.8629,2.082,SO2,ppb
2023-10-01 12:00:00,Geelong South,-38.17356,144.3703,12.332,PM10,ug/m3
2023-10-01 12:00:00,Point Cook,-37.9263153,144.7567,28.526,O3,ppb
2023-10-01 12:00:00,Dandenong,-37.98576,145.1987,29.21,O3,ppb
2023-10-01 18:00:00,Mooroolbark,-37.7749672,145.3285,21.645,PM10,ug/m3
2023-10-01 18:00:00,Altona North,-37.84455,144.8629,16.668,DBT,deg.C
2023-10-01 18:00:00,Dandenong,-37.98576,145.1987,11.246,BSP,1/Mm
2023-10-01 18:00:00,Dandenong,-37.98576,145.1987,4.067,PM2.5,ug/m3
2023-10-01 18:00:00,Point Cook,-37.9263153,144.7567,13.405,BSP,1/Mm
2023-10-01 18:00:00,Geelong South,-38.17356,144.3703,11.25,BSP,1/Mm
2023-10-01 18:00:00,Brooklyn,-37.8220978,144.8471,15.172,DBT,deg.C
2023-10-01 18:00:00,Melton,-37.7064552,144.5669,2.782,PM2.5,ug/m3
2023-10-01 18:00:00,Dandenong,-37.98576,145.1987,3.136,NO2,ppb
2023-10-01 18:00:00,Melbourne CBD,-37.8073959,144.97,10.789,PM2.5,ug/m3
2023-10-01 18:00:00,Geelong South,-38.17356,144.3703,17.534,DBT,deg.C
2023-10-01 18:00:00,Alphington,-37.7784081,145.0306,7.348,PM2.5,ug/m3
2023-10-01 18:00:00,Dandenong,-37.98576,145.1987,15.829,DBT,deg.C
2023-10-01 18:00:00,Brooklyn,-37.8220978,144.8471,17.379,BSP,1/Mm
2023-10-01 18:00:00,Mooroolbark,-37.7749672,145.3285,11.94,BSP,1/Mm
2023-10-01 18:00:00,Point Cook,-37.9263153,144.7567,15.947,DBT,deg.C
